legacy_file,legacy_url,classification,title,h1,template_family,database_dependency,proposed_wordpress_type,preserve_url,migration_priority,notes,related_product_ids,classification_confidence,evidence
system/libs/CoreLibrary/Util/Email.class.php,,LEGACY_INTERNAL,,,,Internal; see phase1 inventory,REVIEW_INTERNAL_FUNCTION,REVIEW,REVIEW,código interno / dependencia; no public route asserted,,CONFIRMED,docs/legacy-analysis/file-inventory.csv:system/libs/CoreLibrary/Util/Email.class.php
system/libs/CoreLibrary/Util/FriendlyURL.class.php,,LEGACY_INTERNAL,,,,Internal; see phase1 inventory,REVIEW_INTERNAL_FUNCTION,REVIEW,REVIEW,código interno / dependencia; no public route asserted,,CONFIRMED,docs/legacy-analysis/file-inventory.csv:system/libs/CoreLibrary/Util/FriendlyURL.class.php
system/libs/CoreLibrary/Util/HTML.class.php,,LEGACY_INTERNAL,,,,Internal; see phase1 inventory,REVIEW_INTERNAL_FUNCTION,REVIEW,REVIEW,código interno / dependencia; no public route asserted,,CONFIRMED,docs/legacy-analysis/file-inventory.csv:system/libs/CoreLibrary/Util/HTML.class.php
system/libs/CoreLibrary/Util/Server.class.php,,LEGACY_INTERNAL,,,,Internal; see phase1 inventory,REVIEW_INTERNAL_FUNCTION,REVIEW,REVIEW,código interno / dependencia; no public route asserted,,CONFIRMED,docs/legacy-analysis/file-inventory.csv:system/libs/CoreLibrary/Util/Server.class.php
system/libs/CoreLibrary/Util/SocialNetwork.class.php,,LEGACY_INTERNAL,,,,Internal; see phase1 inventory,REVIEW_INTERNAL_FUNCTION,REVIEW,REVIEW,código interno / dependencia; no public route asserted,,CONFIRMED,docs/legacy-analysis/file-inventory.csv:system/libs/CoreLibrary/Util/SocialNetwork.class.php
system/libs/CoreLibrary/Util/State/MXState.class.php,,LEGACY_INTERNAL,,,,Internal; see phase1 inventory,REVIEW_INTERNAL_FUNCTION,REVIEW,REVIEW,código interno / dependencia; no public route asserted,,CONFIRMED,docs/legacy-analysis/file-inventory.csv:system/libs/CoreLibrary/Util/State/MXState.class.php
system/libs/CoreLibrary/Util/State/USState.class.php,,LEGACY_INTERNAL,,,,Internal; see phase1 inventory,REVIEW_INTERNAL_FUNCTION,REVIEW,REVIEW,código interno / dependencia; no public route asserted,,CONFIRMED,docs/legacy-analysis/file-inventory.csv:system/libs/CoreLibrary/Util/State/USState.class.php
system/libs/CoreLibrary/Util/State.class.php,,LEGACY_INTERNAL,,,,Internal; see phase1 inventory,REVIEW_INTERNAL_FUNCTION,REVIEW,REVIEW,código interno / dependencia; no public route asserted,,CONFIRMED,docs/legacy-analysis/file-inventory.csv:system/libs/CoreLibrary/Util/State.class.php
system/libs/CoreLibrary/Util/String.class.php,,LEGACY_INTERNAL,,,,Internal; see phase1 inventory,REVIEW_INTERNAL_FUNCTION,REVIEW,REVIEW,código interno / dependencia; no public route asserted,,CONFIRMED,docs/legacy-analysis/file-inventory.csv:system/libs/CoreLibrary/Util/String.class.php
system/libs/CoreLibrary/Util/USStates.class.php,,LEGACY_INTERNAL,,,,Internal; see phase1 inventory,REVIEW_INTERNAL_FUNCTION,REVIEW,REVIEW,código interno / dependencia; no public route asserted,,CONFIRMED,docs/legacy-analysis/file-inventory.csv:system/libs/CoreLibrary/Util/USStates.class.php
system/libs/CoreLibrary/Validator/ErrorHandler.class.php,,LEGACY_INTERNAL,,,,Internal; see phase1 inventory,REVIEW_INTERNAL_FUNCTION,REVIEW,REVIEW,código interno / dependencia; no public route asserted,,CONFIRMED,docs/legacy-analysis/file-inventory.csv:system/libs/CoreLibrary/Validator/ErrorHandler.class.php
system/libs/CoreLibrary/Validator/Exception.class.php,,LEGACY_INTERNAL,,,,Internal; see phase1 inventory,REVIEW_INTERNAL_FUNCTION,REVIEW,REVIEW,código interno / dependencia; no public route asserted,,CONFIRMED,docs/legacy-analysis/file-inventory.csv:system/libs/CoreLibrary/Validator/Exception.class.php
system/libs/CoreLibrary/Validator/FileTester.class.php,,LEGACY_INTERNAL,,,,Internal; see phase1 inventory,REVIEW_INTERNAL_FUNCTION,REVIEW,REVIEW,código interno / dependencia; no public route asserted,,CONFIRMED,docs/legacy-analysis/file-inventory.csv:system/libs/CoreLibrary/Validator/FileTester.class.php
system/libs/CoreLibrary/Validator/Test/Address/CountryCode.class.php,,LEGACY_INTERNAL,,,,Internal; see phase1 inventory,REVIEW_INTERNAL_FUNCTION,REVIEW,REVIEW,código interno / dependencia; no public route asserted,,CONFIRMED,docs/legacy-analysis/file-inventory.csv:system/libs/CoreLibrary/Validator/Test/Address/CountryCode.class.php
system/libs/CoreLibrary/Validator/Test/Address/ZipCode.class.php,,LEGACY_INTERNAL,,,,Internal; see phase1 inventory,REVIEW_INTERNAL_FUNCTION,REVIEW,REVIEW,código interno / dependencia; no public route asserted,,CONFIRMED,docs/legacy-analysis/file-inventory.csv:system/libs/CoreLibrary/Validator/Test/Address/ZipCode.class.php
system/libs/CoreLibrary/Validator/Test/AlwaysNotValid.class.php,,LEGACY_INTERNAL,,,,Internal; see phase1 inventory,REVIEW_INTERNAL_FUNCTION,REVIEW,REVIEW,código interno / dependencia; no public route asserted,,CONFIRMED,docs/legacy-analysis/file-inventory.csv:system/libs/CoreLibrary/Validator/Test/AlwaysNotValid.class.php
system/libs/CoreLibrary/Validator/Test/Date/YYYYMMDD.class.php,,LEGACY_INTERNAL,,,,Internal; see phase1 inventory,REVIEW_INTERNAL_FUNCTION,REVIEW,REVIEW,código interno / dependencia; no public route asserted,,CONFIRMED,docs/legacy-analysis/file-inventory.csv:system/libs/CoreLibrary/Validator/Test/Date/YYYYMMDD.class.php
system/libs/CoreLibrary/Validator/Test/Date.class.php,,LEGACY_INTERNAL,,,,Internal; see phase1 inventory,REVIEW_INTERNAL_FUNCTION,REVIEW,REVIEW,código interno / dependencia; no public route asserted,,CONFIRMED,docs/legacy-analysis/file-inventory.csv:system/libs/CoreLibrary/Validator/Test/Date.class.php
system/libs/CoreLibrary/Validator/Test/Email.class.php,,LEGACY_INTERNAL,,,,Internal; see phase1 inventory,REVIEW_INTERNAL_FUNCTION,REVIEW,REVIEW,código interno / dependencia; no public route asserted,,CONFIRMED,docs/legacy-analysis/file-inventory.csv:system/libs/CoreLibrary/Validator/Test/Email.class.php
system/libs/CoreLibrary/Validator/Test/Equal.class.php,,LEGACY_INTERNAL,,,,Internal; see phase1 inventory,REVIEW_INTERNAL_FUNCTION,REVIEW,REVIEW,código interno / dependencia; no public route asserted,,CONFIRMED,docs/legacy-analysis/file-inventory.csv:system/libs/CoreLibrary/Validator/Test/Equal.class.php
system/libs/CoreLibrary/Validator/Test/FileUpload/Excel.class.php,,LEGACY_INTERNAL,,,,Internal; see phase1 inventory,REVIEW_INTERNAL_FUNCTION,REVIEW,REVIEW,código interno / dependencia; no public route asserted,,CONFIRMED,docs/legacy-analysis/file-inventory.csv:system/libs/CoreLibrary/Validator/Test/FileUpload/Excel.class.php
system/libs/CoreLibrary/Validator/Test/FileUpload/FLV.class.php,,LEGACY_INTERNAL,,,,Internal; see phase1 inventory,REVIEW_INTERNAL_FUNCTION,REVIEW,REVIEW,código interno / dependencia; no public route asserted,,CONFIRMED,docs/legacy-analysis/file-inventory.csv:system/libs/CoreLibrary/Validator/Test/FileUpload/FLV.class.php
system/libs/CoreLibrary/Validator/Test/FileUpload/Image.class.php,,LEGACY_INTERNAL,,,,Internal; see phase1 inventory,REVIEW_INTERNAL_FUNCTION,REVIEW,REVIEW,código interno / dependencia; no public route asserted,,CONFIRMED,docs/legacy-analysis/file-inventory.csv:system/libs/CoreLibrary/Validator/Test/FileUpload/Image.class.php
system/libs/CoreLibrary/Validator/Test/FileUpload/iPodM4V.class.php,,LEGACY_INTERNAL,,,,Internal; see phase1 inventory,REVIEW_INTERNAL_FUNCTION,REVIEW,REVIEW,código interno / dependencia; no public route asserted,,CONFIRMED,docs/legacy-analysis/file-inventory.csv:system/libs/CoreLibrary/Validator/Test/FileUpload/iPodM4V.class.php
system/libs/CoreLibrary/Validator/Test/FileUpload/MPG4.class.php,,LEGACY_INTERNAL,,,,Internal; see phase1 inventory,REVIEW_INTERNAL_FUNCTION,REVIEW,REVIEW,código interno / dependencia; no public route asserted,,CONFIRMED,docs/legacy-analysis/file-inventory.csv:system/libs/CoreLibrary/Validator/Test/FileUpload/MPG4.class.php
system/libs/CoreLibrary/Validator/Test/FileUpload/PDF.class.php,,LEGACY_INTERNAL,,,,Internal; see phase1 inventory,REVIEW_INTERNAL_FUNCTION,REVIEW,REVIEW,código interno / dependencia; no public route asserted,,CONFIRMED,docs/legacy-analysis/file-inventory.csv:system/libs/CoreLibrary/Validator/Test/FileUpload/PDF.class.php
system/libs/CoreLibrary/Validator/Test/FileUpload/PPT.class.php,,LEGACY_INTERNAL,,,,Internal; see phase1 inventory,REVIEW_INTERNAL_FUNCTION,REVIEW,REVIEW,código interno / dependencia; no public route asserted,,CONFIRMED,docs/legacy-analysis/file-inventory.csv:system/libs/CoreLibrary/Validator/Test/FileUpload/PPT.class.php
system/libs/CoreLibrary/Validator/Test/FileUpload/Word.class.php,,LEGACY_INTERNAL,,,,Internal; see phase1 inventory,REVIEW_INTERNAL_FUNCTION,REVIEW,REVIEW,código interno / dependencia; no public route asserted,,CONFIRMED,docs/legacy-analysis/file-inventory.csv:system/libs/CoreLibrary/Validator/Test/FileUpload/Word.class.php
system/libs/CoreLibrary/Validator/Test/FileUpload.class.php,,LEGACY_INTERNAL,,,,Internal; see phase1 inventory,REVIEW_INTERNAL_FUNCTION,REVIEW,REVIEW,código interno / dependencia; no public route asserted,,CONFIRMED,docs/legacy-analysis/file-inventory.csv:system/libs/CoreLibrary/Validator/Test/FileUpload.class.php
system/libs/CoreLibrary/Validator/Test/NotEmpty.class.php,,LEGACY_INTERNAL,,,,Internal; see phase1 inventory,REVIEW_INTERNAL_FUNCTION,REVIEW,REVIEW,código interno / dependencia; no public route asserted,,CONFIRMED,docs/legacy-analysis/file-inventory.csv:system/libs/CoreLibrary/Validator/Test/NotEmpty.class.php
system/libs/CoreLibrary/Validator/Test/NotEqual.class.php,,LEGACY_INTERNAL,,,,Internal; see phase1 inventory,REVIEW_INTERNAL_FUNCTION,REVIEW,REVIEW,código interno / dependencia; no public route asserted,,CONFIRMED,docs/legacy-analysis/file-inventory.csv:system/libs/CoreLibrary/Validator/Test/NotEqual.class.php
system/libs/CoreLibrary/Validator/Test/Numeric/Between.class.php,,LEGACY_INTERNAL,,,,Internal; see phase1 inventory,REVIEW_INTERNAL_FUNCTION,REVIEW,REVIEW,código interno / dependencia; no public route asserted,,CONFIRMED,docs/legacy-analysis/file-inventory.csv:system/libs/CoreLibrary/Validator/Test/Numeric/Between.class.php
system/libs/CoreLibrary/Validator/Test/Numeric/Float.class.php,,LEGACY_INTERNAL,,,,Internal; see phase1 inventory,REVIEW_INTERNAL_FUNCTION,REVIEW,REVIEW,código interno / dependencia; no public route asserted,,CONFIRMED,docs/legacy-analysis/file-inventory.csv:system/libs/CoreLibrary/Validator/Test/Numeric/Float.class.php
system/libs/CoreLibrary/Validator/Test/Numeric/Integer.class.php,,LEGACY_INTERNAL,,,,Internal; see phase1 inventory,REVIEW_INTERNAL_FUNCTION,REVIEW,REVIEW,código interno / dependencia; no public route asserted,,CONFIRMED,docs/legacy-analysis/file-inventory.csv:system/libs/CoreLibrary/Validator/Test/Numeric/Integer.class.php
system/libs/CoreLibrary/Validator/Test/Numeric/Unsigned.class.php,,LEGACY_INTERNAL,,,,Internal; see phase1 inventory,REVIEW_INTERNAL_FUNCTION,REVIEW,REVIEW,código interno / dependencia; no public route asserted,,CONFIRMED,docs/legacy-analysis/file-inventory.csv:system/libs/CoreLibrary/Validator/Test/Numeric/Unsigned.class.php
system/libs/CoreLibrary/Validator/Test/Numeric/UnsignedFloat.class.php,,LEGACY_INTERNAL,,,,Internal; see phase1 inventory,REVIEW_INTERNAL_FUNCTION,REVIEW,REVIEW,código interno / dependencia; no public route asserted,,CONFIRMED,docs/legacy-analysis/file-inventory.csv:system/libs/CoreLibrary/Validator/Test/Numeric/UnsignedFloat.class.php
system/libs/CoreLibrary/Validator/Test/Numeric/UnsignedInteger.class.php,,LEGACY_INTERNAL,,,,Internal; see phase1 inventory,REVIEW_INTERNAL_FUNCTION,REVIEW,REVIEW,código interno / dependencia; no public route asserted,,CONFIRMED,docs/legacy-analysis/file-inventory.csv:system/libs/CoreLibrary/Validator/Test/Numeric/UnsignedInteger.class.php
system/libs/CoreLibrary/Validator/Test/Numeric.class.php,,LEGACY_INTERNAL,,,,Internal; see phase1 inventory,REVIEW_INTERNAL_FUNCTION,REVIEW,REVIEW,código interno / dependencia; no public route asserted,,CONFIRMED,docs/legacy-analysis/file-inventory.csv:system/libs/CoreLibrary/Validator/Test/Numeric.class.php
system/libs/CoreLibrary/Validator/Test/RegEx.class.php,,LEGACY_INTERNAL,,,,Internal; see phase1 inventory,REVIEW_INTERNAL_FUNCTION,REVIEW,REVIEW,código interno / dependencia; no public route asserted,,CONFIRMED,docs/legacy-analysis/file-inventory.csv:system/libs/CoreLibrary/Validator/Test/RegEx.class.php
system/libs/CoreLibrary/Validator/Test/ReturnFalse.class.php,,LEGACY_INTERNAL,,,,Internal; see phase1 inventory,REVIEW_INTERNAL_FUNCTION,REVIEW,REVIEW,código interno / dependencia; no public route asserted,,CONFIRMED,docs/legacy-analysis/file-inventory.csv:system/libs/CoreLibrary/Validator/Test/ReturnFalse.class.php
system/libs/CoreLibrary/Validator/Test/String/NoHTML.class.php,,LEGACY_INTERNAL,,,,Internal; see phase1 inventory,REVIEW_INTERNAL_FUNCTION,REVIEW,REVIEW,código interno / dependencia; no public route asserted,,CONFIRMED,docs/legacy-analysis/file-inventory.csv:system/libs/CoreLibrary/Validator/Test/String/NoHTML.class.php
system/libs/CoreLibrary/Validator/Test/String.class.php,,LEGACY_INTERNAL,,,,Internal; see phase1 inventory,REVIEW_INTERNAL_FUNCTION,REVIEW,REVIEW,código interno / dependencia; no public route asserted,,CONFIRMED,docs/legacy-analysis/file-inventory.csv:system/libs/CoreLibrary/Validator/Test/String.class.php
system/libs/CoreLibrary/Validator/Test.class.php,,LEGACY_INTERNAL,,,,Internal; see phase1 inventory,REVIEW_INTERNAL_FUNCTION,REVIEW,REVIEW,código interno / dependencia; no public route asserted,,CONFIRMED,docs/legacy-analysis/file-inventory.csv:system/libs/CoreLibrary/Validator/Test.class.php
system/libs/CoreLibrary/Validator/Tester.class.php,,LEGACY_INTERNAL,,,,Internal; see phase1 inventory,REVIEW_INTERNAL_FUNCTION,REVIEW,REVIEW,código interno / dependencia; no public route asserted,,CONFIRMED,docs/legacy-analysis/file-inventory.csv:system/libs/CoreLibrary/Validator/Tester.class.php
system/libs/CoreLibrary/Validator/TestException.class.php,,LEGACY_INTERNAL,,,,Internal; see phase1 inventory,REVIEW_INTERNAL_FUNCTION,REVIEW,REVIEW,código interno / dependencia; no public route asserted,,CONFIRMED,docs/legacy-analysis/file-inventory.csv:system/libs/CoreLibrary/Validator/TestException.class.php
system/libs/CoreLibrary/Validator.class.php,,LEGACY_INTERNAL,,,,Internal; see phase1 inventory,REVIEW_INTERNAL_FUNCTION,REVIEW,REVIEW,código interno / dependencia; no public route asserted,,CONFIRMED,docs/legacy-analysis/file-inventory.csv:system/libs/CoreLibrary/Validator.class.php
system/libs/Entity/Search/Result/Video.class.php,,LEGACY_INTERNAL,,,,Internal; see phase1 inventory,REVIEW_INTERNAL_FUNCTION,REVIEW,REVIEW,código interno / dependencia; no public route asserted,,CONFIRMED,docs/legacy-analysis/file-inventory.csv:system/libs/Entity/Search/Result/Video.class.php
system/libs/Entity/Util/VideoArray.class.php,,LEGACY_INTERNAL,,,,Internal; see phase1 inventory,REVIEW_INTERNAL_FUNCTION,REVIEW,REVIEW,código interno / dependencia; no public route asserted,,CONFIRMED,docs/legacy-analysis/file-inventory.csv:system/libs/Entity/Util/VideoArray.class.php
system/libs/Entity/Video.class.php,,LEGACY_INTERNAL,,,,Internal; see phase1 inventory,REVIEW_INTERNAL_FUNCTION,REVIEW,REVIEW,código interno / dependencia; no public route asserted,,CONFIRMED,docs/legacy-analysis/file-inventory.csv:system/libs/Entity/Video.class.php
system/libs/HTTP/Net/URL2.php,,LEGACY_INTERNAL,,,,Internal; see phase1 inventory,REVIEW_INTERNAL_FUNCTION,REVIEW,REVIEW,código interno / dependencia; no public route asserted,,CONFIRMED,docs/legacy-analysis/file-inventory.csv:system/libs/HTTP/Net/URL2.php
system/libs/HTTP/Request2/Adapter/Curl.php,,LEGACY_INTERNAL,,,,Internal; see phase1 inventory,REVIEW_INTERNAL_FUNCTION,REVIEW,REVIEW,código interno / dependencia; no public route asserted,,CONFIRMED,docs/legacy-analysis/file-inventory.csv:system/libs/HTTP/Request2/Adapter/Curl.php
system/libs/HTTP/Request2/Adapter/Mock.php,,LEGACY_INTERNAL,,,,Internal; see phase1 inventory,REVIEW_INTERNAL_FUNCTION,REVIEW,REVIEW,código interno / dependencia; no public route asserted,,CONFIRMED,docs/legacy-analysis/file-inventory.csv:system/libs/HTTP/Request2/Adapter/Mock.php
system/libs/HTTP/Request2/Adapter/Socket.php,,LEGACY_INTERNAL,,,,Internal; see phase1 inventory,REVIEW_INTERNAL_FUNCTION,REVIEW,REVIEW,código interno / dependencia; no public route asserted,,CONFIRMED,docs/legacy-analysis/file-inventory.csv:system/libs/HTTP/Request2/Adapter/Socket.php
system/libs/HTTP/Request2/Adapter.php,,LEGACY_INTERNAL,,,,Internal; see phase1 inventory,REVIEW_INTERNAL_FUNCTION,REVIEW,REVIEW,código interno / dependencia; no public route asserted,,CONFIRMED,docs/legacy-analysis/file-inventory.csv:system/libs/HTTP/Request2/Adapter.php
system/libs/HTTP/Request2/ConnectionException.php,,LEGACY_INTERNAL,,,,Internal; see phase1 inventory,REVIEW_INTERNAL_FUNCTION,REVIEW,REVIEW,código interno / dependencia; no public route asserted,,CONFIRMED,docs/legacy-analysis/file-inventory.csv:system/libs/HTTP/Request2/ConnectionException.php
system/libs/HTTP/Request2/CookieJar.php,,LEGACY_INTERNAL,,,,Internal; see phase1 inventory,REVIEW_INTERNAL_FUNCTION,REVIEW,REVIEW,código interno / dependencia; no public route asserted,,CONFIRMED,docs/legacy-analysis/file-inventory.csv:system/libs/HTTP/Request2/CookieJar.php
system/libs/HTTP/Request2/Exception.php,,LEGACY_INTERNAL,,,,Internal; see phase1 inventory,REVIEW_INTERNAL_FUNCTION,REVIEW,REVIEW,código interno / dependencia; no public route asserted,,CONFIRMED,docs/legacy-analysis/file-inventory.csv:system/libs/HTTP/Request2/Exception.php
system/libs/HTTP/Request2/LogicException.php,,LEGACY_INTERNAL,,,,Internal; see phase1 inventory,REVIEW_INTERNAL_FUNCTION,REVIEW,REVIEW,código interno / dependencia; no public route asserted,,CONFIRMED,docs/legacy-analysis/file-inventory.csv:system/libs/HTTP/Request2/LogicException.php
system/libs/HTTP/Request2/MessageException.php,,LEGACY_INTERNAL,,,,Internal; see phase1 inventory,REVIEW_INTERNAL_FUNCTION,REVIEW,REVIEW,código interno / dependencia; no public route asserted,,CONFIRMED,docs/legacy-analysis/file-inventory.csv:system/libs/HTTP/Request2/MessageException.php
system/libs/HTTP/Request2/MultipartBody.php,,LEGACY_INTERNAL,,,,Internal; see phase1 inventory,REVIEW_INTERNAL_FUNCTION,REVIEW,REVIEW,código interno / dependencia; no public route asserted,,CONFIRMED,docs/legacy-analysis/file-inventory.csv:system/libs/HTTP/Request2/MultipartBody.php
system/libs/HTTP/Request2/NotImplementedException.php,,LEGACY_INTERNAL,,,,Internal; see phase1 inventory,REVIEW_INTERNAL_FUNCTION,REVIEW,REVIEW,código interno / dependencia; no public route asserted,,CONFIRMED,docs/legacy-analysis/file-inventory.csv:system/libs/HTTP/Request2/NotImplementedException.php
system/libs/HTTP/Request2/Observer/Log.php,,LEGACY_INTERNAL,,,,Internal; see phase1 inventory,REVIEW_INTERNAL_FUNCTION,REVIEW,REVIEW,código interno / dependencia; no public route asserted,,CONFIRMED,docs/legacy-analysis/file-inventory.csv:system/libs/HTTP/Request2/Observer/Log.php
system/libs/HTTP/Request2/Observer/UncompressingDownload.php,,LEGACY_INTERNAL,,,,Internal; see phase1 inventory,REVIEW_INTERNAL_FUNCTION,REVIEW,REVIEW,código interno / dependencia; no public route asserted,,CONFIRMED,docs/legacy-analysis/file-inventory.csv:system/libs/HTTP/Request2/Observer/UncompressingDownload.php
system/libs/HTTP/Request2/Response.php,,LEGACY_INTERNAL,,,,Internal; see phase1 inventory,REVIEW_INTERNAL_FUNCTION,REVIEW,REVIEW,código interno / dependencia; no public route asserted,,CONFIRMED,docs/legacy-analysis/file-inventory.csv:system/libs/HTTP/Request2/Response.php
